iter	RMSE
163	0.374607206
164	0.374130874
165	0.3731649409
166	0.3717962327
167	0.3707797202
168	0.3702461559
169	0.3696911347
170	0.369313292
171	0.3685870303
172	0.3682171879
173	0.367358837
174	0.3665255813
175	0.3661292112
176	0.3655274058
177	0.3643582772
178	0.3624551326
179	0.361957313
180	0.3613514738
181	0.3606961688
182	0.360156055
183	0.359022159
184	0.3574749776
185	0.3560537617
186	0.3549164268
187	0.353985849
188	0.3534041908
189	0.352688577
190	0.3514676834
191	0.3510555977
192	0.3502592659
193	0.3496920455
194	0.3484715344
195	0.347789751
196	0.3472498677
197	0.3462057216
198	0.3457004463
199	0.3451045344
200	0.3446030637
201	0.3437179367
202	0.3430629848
203	0.3419590739
204	0.3413219863
205	0.3408523147
206	0.3394774609
207	0.3389960158
208	0.3380355008
209	0.3366689245
210	0.3360621232
211	0.3358787064
212	0.3348185165
213	0.3339483547
214	0.3326937486
215	0.3324292971
216	0.3320390503
217	0.3314876796
218	0.3308439132
219	0.330269305
220	0.3296747869
221	0.3293138674
222	0.3279556681
223	0.3271546134
224	0.32647669
225	0.3263686971
226	0.3258834797
227	0.3252206041
228	0.3246587216
229	0.3235920993
230	0.3229376822
231	0.3219114974
232	0.32179965
233	0.321612432
234	0.3212814433
235	0.320838339
236	0.3203718634
237	0.3196547702
238	0.31942011
239	0.318426938
240	0.3178942049
241	0.3177979653
242	0.3171885317
243	0.3165682854
244	0.3160774264
245	0.315364769
246	0.3148390645
247	0.3140892191
248	0.3137183077
249	0.3128315375
250	0.3123189368
251	0.3122010652
252	0.312099085
253	0.3113512685
254	0.3108864927
255	0.3107081999
256	0.3106203969
257	0.3105260233
258	0.3104345498
259	0.3103518938
260	0.3094496218
261	0.3086796802
262	0.3080119563
263	0.3067578126
264	0.3065678956
265	0.3064975146
266	0.306013799
267	0.3054472313
268	0.3051929322
269	0.3044324347
270	0.3039330074
271	0.3038654254
272	0.3037516756
273	0.3034045768
274	0.30274901
275	0.3026634326
276	0.3020251413
277	0.301623844
278	0.3015614312
279	0.301485281
280	0.3010194537
281	0.3003206057
282	0.2999795452
283	0.2988719489
284	0.2983974296
285	0.2979371204
286	0.2975431626
287	0.2966896131
288	0.2960614016
289	0.2957371921
290	0.2949678745
291	0.2943623894
292	0.2942902376
293	0.2935420113
294	0.2930923591
295	0.2923312197
296	0.2917072417
297	0.2907434232
298	0.2906854079
299	0.2905367249
300	0.2898506392
301	0.2889012959
302	0.2882285315
303	0.2879169867
304	0.2877432961
305	0.2871602936
306	0.2866075486
307	0.2860974777
308	0.285714533
309	0.2856547598
310	0.2852403177
311	0.2846804686
312	0.2843120429
313	0.2837846493
314	0.2833045246
315	0.2826125778
316	0.2822236339
317	0.2814367504
318	0.2810659879
319	0.2806036515
320	0.2804399003
321	0.2797722051
322	0.279330273
323	0.2786570549
324	0.2785423691
325	0.2781645525
326	0.2779375574
327	0.2775876091
328	0.2774249276
329	0.2768114603
330	0.2762421396
331	0.2755442904
332	0.2751218222
333	0.2744599098
334	0.2736705405
335	0.2736053062
336	0.2733531826
337	0.27286607
338	0.2727248415
339	0.272351224
340	0.2719591307
341	0.2712530198
342	0.2709760075
343	0.2705598385
344	0.2703275212
345	0.2699800576
346	0.2696132469
347	0.2692864608
348	0.2689466993
349	0.2684265585
350	0.2677764522
351	0.2673557492
352	0.2672264551
353	0.2670906569
354	0.2664669653
355	0.2663341782
356	0.2662040768
357	0.266154854
358	0.2655257781
359	0.2648627444
360	0.2643224137
361	0.263795476
362	0.2637408746
363	0.2631274237
364	0.2630746388
365	0.2629587601
366	0.2623875815
367	0.2623178483
368	0.2617707506
369	0.2610410546
370	0.2609915999
371	0.2609451732
372	0.2605784005
373	0.2604691419
374	0.2600551268
375	0.2597261158
376	0.2593502849
377	0.2588012924
378	0.2587175404
379	0.2584621112
380	0.2579125046
381	0.257515664
382	0.2571704637
383	0.2569534992
384	0.2564308068
385	0.256125539
386	0.2560796984
387	0.2560400148
388	0.2554659965
389	0.2554040223
390	0.2553605598
391	0.2548984725
392	0.2548356117
393	0.254770041
394	0.2543312313
395	0.2540783861
396	0.2539621602
397	0.2537262943
398	0.2530525504
399	0.2526054556
400	0.2520670251
401	0.2518966429
402	0.2515752226
403	0.2515392207
404	0.251337896
405	0.2508376017
406	0.250598766
407	0.2502714964
408	0.249862765
409	0.249657358
410	0.2491375365
411	0.2486655368
412	0.2485563962
413	0.2484535073
414	0.2479846809
415	0.2478027791
416	0.247204932
417	0.2469541176
418	0.2468569365
419	0.2465989875
420	0.2461142554
421	0.2459228236
422	0.2457245225
423	0.2454729169
424	0.2452148599
425	0.2449213651
426	0.2447342829
427	0.2440525285
428	0.2432101912
429	0.2429492933
430	0.2424894183
431	0.2424564661
432	0.2419333422
433	0.241718366
434	0.2415392644
435	0.2414478059
436	0.2414029342
437	0.2413096351
438	0.240688726
439	0.2402034208
440	0.2401343727
441	0.240049348
442	0.2397392076
443	0.2388594359
444	0.2386313893
445	0.238306691
446	0.2379998672
447	0.2376228794
448	0.2373873592
449	0.2369282355
450	0.2367984373
451	0.2365829556
452	0.2361556434
453	0.2360421565
454	0.2357296059
455	0.2354762894
456	0.2347453887
457	0.2343792299
458	0.2339698953
459	0.2338082998
460	0.2335189701
461	0.23333369
462	0.2330854074
463	0.232717923
464	0.232341414
465	0.2321026237
466	0.2317510334
467	0.2315544228
468	0.2310771941
469	0.2308312688
470	0.2306566931
471	0.2304906821
472	0.2301426833
473	0.2299016915
474	0.2294901758
475	0.2293704536
476	0.2290339395
477	0.2287978858
478	0.2284011596
479	0.2276055406
480	0.2272579731
481	0.226974201
482	0.2267654571
483	0.2263343806
484	0.2261605736
485	0.2260345627
486	0.2258020808
487	0.2255213706
488	0.2253938431
489	0.2252748384
490	0.2252367196
491	0.2248745616
492	0.2245575312
493	0.2238418306
494	0.2235236334
495	0.2233689864
496	0.2232058735
497	0.2231689959
498	0.2230605863
499	0.2229495474
500	0.2227567058
501	0.2223075451
502	0.2220885623
503	0.22205348
504	0.2218859235
505	0.221352813
506	0.2211659175
507	0.2209829236
508	0.2209683508
509	0.2209097222
510	0.2208757009
511	0.2205957314
512	0.2199475226
513	0.2198244597
514	0.2193312195
515	0.2190966475
516	0.2189254791
517	0.2185988589
518	0.2185665758
519	0.2184762351
520	0.2183014223
521	0.2178373251
522	0.2178063637
523	0.2177193236
524	0.2176574367
525	0.2176432198
526	0.2170288741
527	0.2163377638
528	0.2162494821
529	0.2160890649
530	0.2159019043
531	0.2158358625
532	0.2158220652
533	0.2156040187
534	0.2155744593
535	0.2155613871
536	0.2154096882
537	0.2151899279
538	0.2148531694
539	0.2144188574
540	0.2138531918
541	0.2136422896
542	0.2134090273
543	0.2132471607
544	0.2127410149
545	0.2126825327
546	0.2125152161
547	0.2122317467
548	0.2120804231
549	0.2119748829
550	0.2113623729
551	0.2113338827
552	0.2108254074
553	0.2107432261
554	0.210177617
555	0.2099659604
556	0.2097947428
557	0.2095780141
558	0.2094435734
559	0.2093558051
560	0.2092081353
561	0.2086013414
562	0.2083363129
563	0.208057993
564	0.2076373531
565	0.2074668824
566	0.2071213029
567	0.2068557403
568	0.2062616101
569	0.2057462051
570	0.2056273893
571	0.2054731701
572	0.2052627057
573	0.2049016902
574	0.2046369786
575	0.2045012466
576	0.2044752934
577	0.204332729
578	0.2042109514
579	0.2038476772
580	0.2037107332
581	0.2031691811
582	0.2025959514
583	0.2023993743
584	0.2022137178
585	0.2016724562
586	0.2014074796
587	0.2007917958
588	0.2005294693
589	0.2003675572
590	0.200047921
591	0.1995983972
592	0.1993249621
593	0.1991710788
594	0.1990394424
595	0.1989313355
596	0.1987840574
597	0.1986132448
598	0.1982145558
599	0.1980905454
600	0.1978952517
601	0.1974786666
602	0.1972647533
603	0.1970717795
604	0.1969508421
605	0.1967103477
606	0.196686082
607	0.1964867267
608	0.1963534067
609	0.1959450799
610	0.1958301299
611	0.1956654568
612	0.1954635419
613	0.1950012939
614	0.1946792054
615	0.1946064418
616	0.1942392741
617	0.1938863826
618	0.1937337161
619	0.1932646603
620	0.1930149166
621	0.19283711
622	0.1928271287
623	0.1924530629
624	0.1923120912
625	0.1922023519
626	0.1919040194
627	0.1914690664
628	0.1913370347
629	0.1912138793
630	0.1911170771
631	0.1910556415
632	0.1909647574
633	0.1906093945
634	0.1904663562
635	0.1902891163
636	0.1902311341
637	0.1902166651
638	0.1901313226
639	0.1897579044
640	0.1896253281
641	0.1896156844
642	0.189172679
643	0.1890667431
644	0.1888520273
645	0.1887271224
646	0.188592029
647	0.1883651004
648	0.1880126778
649	0.1876505475
650	0.1873345846
651	0.1870037848
652	0.1866328336
653	0.1863737269
654	0.1862509312
655	0.1859298102
656	0.1858253062
657	0.1851088036
658	0.184933321
659	0.18476247
660	0.184448152
661	0.1841133627
662	0.1838403151
663	0.1835319257
664	0.1834047818
665	0.183152326
666	0.18280491
667	0.1827066491
668	0.1825934977
669	0.182372975
670	0.1822660241
671	0.1819639284
672	0.1818988744
673	0.1816676512
674	0.1815576448
675	0.1814616091
676	0.1813544841
677	0.1809170113
678	0.1807905523
679	0.1805773819
680	0.1802573754
681	0.1800347846
682	0.1796568121
683	0.1795388935
684	0.1793218305
685	0.1791125577
686	0.1788061012
687	0.1787969764
688	0.1787878519
689	0.1783452072
690	0.1782406606
691	0.1781374572
692	0.1777261593
693	0.1776281783
694	0.1775265956
695	0.1773774036
696	0.1771514222
697	0.1768658645
698	0.1765918318
699	0.176373758
700	0.1762096073
701	0.1759640826
702	0.1757509488
703	0.175558756
704	0.1754587892
705	0.175235353
706	0.1749417976
707	0.1749033631
708	0.1748565748
709	0.1747899551
710	0.1744471871
711	0.1743295351
712	0.174046373
713	0.1739448695
714	0.1737788302
715	0.1736869103
716	0.1734182408
717	0.1731195423
718	0.1729125668
719	0.1726277075
720	0.1725294325
721	0.1724248719
722	0.1723356205
723	0.172072551
724	0.1717912821
725	0.1715215064
726	0.1713241347
727	0.1713155612
728	0.1710458723
729	0.1708266114
730	0.1706644483
731	0.1705690381
732	0.170550179
733	0.1705418384
734	0.1704111325
735	0.1701686995
736	0.1699720909
737	0.1697230542
738	0.169354126
739	0.1691024845
740	0.1689128468
741	0.1685603733
742	0.1683067253
743	0.16794238
744	0.1677397261
745	0.1675239458
746	0.1671494353
747	0.1670730087
748	0.1667707986
749	0.1665398053
750	0.1663305882
751	0.1660184356
752	0.165930578
753	0.1656741848
754	0.1653900509
755	0.1651339656
756	0.1650590788
757	0.1648605168
758	0.1643138071
759	0.1640075608
760	0.1639596873
761	0.163789689
762	0.1637426841
763	0.1635800076
764	0.1634372426
765	0.1633220046
766	0.163221724
767	0.1629465805
768	0.1627666765
769	0.1626935008
770	0.162543517
771	0.1624038401
772	0.1621322205
773	0.1619883183
774	0.1618150687
775	0.1616097068
776	0.1613951028
777	0.1611322705
778	0.161010766
779	0.1607784938
780	0.1606594872
781	0.1605823774
782	0.1603147092
783	0.1600629284
784	0.1599609901
785	0.1598826556
786	0.159781614
787	0.1596513418
788	0.1595723416
789	0.1592387433
790	0.1590819125
791	0.1589712145
792	0.1589020949
793	0.158788058
794	0.1587168949
795	0.1586416461
796	0.1586164953
797	0.1585333556
798	0.15840123
799	0.1583626689
800	0.1582771483
801	0.1580998842
802	0.1579946269
803	0.1579015375
804	0.1577510925
805	0.1576329937
806	0.1573637746
807	0.1570177468
808	0.1568503483
809	0.1566966548
810	0.1565252949
811	0.1564592155
812	0.1561827126
813	0.1559190825
814	0.155860291
815	0.1558076529
816	0.1555962147
817	0.1554193884
818	0.1553228608
819	0.1552424327
820	0.1550640009
821	0.154774522
822	0.1546602937
823	0.1546290391
824	0.1544697114
825	0.1544246398
826	0.1542537328
827	0.1541616015
828	0.1540733976
829	0.15384971
830	0.1538067642
831	0.1537505668
832	0.1535423374
833	0.1533457203
834	0.1533198031
835	0.1529346364
836	0.1528528866
837	0.1527263877
838	0.1526438274
839	0.1524976993
840	0.1524440383
841	0.1522264017
842	0.1520720575
843	0.1520210814
844	0.1517866921
845	0.1516397497
846	0.151616143
847	0.1514971422
848	0.1513404729
849	0.1512384461
850	0.1511690602
851	0.1510195509
852	0.1509114134
853	0.1507252286
854	0.1506445444
855	0.1506246656
856	0.1505203557
857	0.150433882
858	0.1504281189
859	0.1503225874
860	0.1502196045
861	0.1500240556
862	0.1499982415
863	0.1498275372
864	0.1498007823
865	0.1495849938
866	0.1493136086
867	0.1491041886
868	0.148908599
869	0.1488405565
870	0.1486692855
871	0.1485988263
872	0.1484009178
873	0.1482545057
874	0.1479594834
875	0.1479408605
876	0.1478458398
877	0.1475688925
878	0.1474577807
879	0.147191519
880	0.1471040792
881	0.1469682192
882	0.1468955676
883	0.1467960116
884	0.1467282689
885	0.146572834
886	0.1464299205
887	0.146223163
888	0.1459944967
889	0.1459297689
890	0.1458021294
891	0.1456358786
892	0.1454884483
893	0.1452754147
894	0.1450744096
895	0.1449815859
896	0.1448674055
897	0.1447667901
898	0.1447059942
899	0.1446468635
900	0.1444658145
901	0.1442624168
902	0.1442052734
903	0.1441302118
904	0.1440354096
905	0.1439916822
906	0.1437592288
907	0.1433571482
908	0.1432537001
909	0.1431974513
910	0.1431204782
911	0.1429812704
912	0.142936601
913	0.1428796376
914	0.1428127694
915	0.1426951732
916	0.1425777574
917	0.14256494
918	0.1425377491
919	0.1424097392
920	0.1423914331
921	0.1422011246
922	0.1419762706
923	0.1419000168
924	0.1416833108
925	0.1416201423
926	0.1415492842
927	0.1414441433
928	0.1413542743
929	0.1411611663
930	0.1410946505
931	0.1410648035
932	0.1408096659
933	0.1407702635
934	0.1407353738
935	0.1406926333
936	0.1406307504
937	0.1404461089
938	0.1403004954
939	0.1402800147
940	0.1402109238
941	0.1401227932
942	0.1399992396
943	0.1399369848
944	0.1398072797
945	0.1395708337
946	0.1395267766
947	0.1393795371
948	0.1393411583
949	0.1390509422
950	0.1389691507
951	0.1388669913
952	0.1387417715
953	0.1386505062
954	0.1386063321
955	0.1385719399
956	0.1385534781
957	0.1384536402
958	0.1383680245
959	0.1383299953
960	0.1382617248
961	0.1382396634
962	0.1381370578
963	0.1380961158
964	0.1380557691
965	0.1379127571
966	0.1378789672
967	0.1376997064
968	0.1376164614
969	0.1375832429
970	0.1374780226
971	0.1373795872
972	0.1372609532
973	0.1370844181
974	0.1368704113
975	0.1366970961
976	0.1366557317
977	0.1366475304
978	0.1365030458
979	0.1363360918
980	0.1362496162
981	0.1360751644
982	0.1359516341
983	0.135879501
984	0.1358467528
985	0.1358302872
986	0.1357345973
987	0.1355059914
988	0.1352791686
989	0.1351057764
990	0.1351012901
991	0.1350968915
992	0.1349862663
993	0.1348826372
994	0.1348610669
995	0.1346865958
996	0.1345500543
997	0.1343760057
998	0.1341623737
999	0.1340822474
