STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,YEAR,ANNUAL_ESAL_TREND,ANNUAL_GESAL_TREND
40,Oklahoma,1017,1,1985,232224,243637
40,Oklahoma,1017,1,1986,241531,253409
40,Oklahoma,1017,1,1987,251689,264064
40,Oklahoma,1017,1,1988,256504,269115
40,Oklahoma,1017,1,1989,261307,274162
40,Oklahoma,1017,1,1990,389568,408376
40,Oklahoma,1017,1,1991,363865,381781
40,Oklahoma,1017,1,1992,382594,401443
40,Oklahoma,1017,1,1993,326211,342259
40,Oklahoma,1017,1,1994,361168,378940
40,Oklahoma,1017,1,1995,84552,88723
40,Oklahoma,1017,1,1996,98227,34351
40,Oklahoma,4165,1,1984,90805,55753
40,Oklahoma,4165,1,1985,103379,108536
40,Oklahoma,4165,1,1986,103379,108536
40,Oklahoma,4165,1,1987,106452,111752
40,Oklahoma,4165,1,1988,106744,112058
40,Oklahoma,4165,1,1989,103379,108536
40,Oklahoma,4165,1,1990,101828,107772
40,Oklahoma,4165,1,1991,109803,115249
40,Oklahoma,4165,1,1992,70133,73635
40,Oklahoma,4165,1,1993,69941,73434
40,Oklahoma,4165,1,1994,69941,73434
40,Oklahoma,4165,1,1995,88461,89732
40,Oklahoma,4165,1,1996,58084,60964
40,Oklahoma,4165,1,1997,69941,73434
40,Oklahoma,4165,1,1998,69941,73434
40,Oklahoma,4165,1,1999,89341,93842
40,Oklahoma,4165,1,2000,92496,97143
40,Oklahoma,4165,1,2001,94670,99448
40,Oklahoma,4165,1,2002,91133,96133
40,Oklahoma,4165,1,2003,95196,100432
40,Oklahoma,4165,1,2004,113000,104003
40,Oklahoma,4165,1,2005,100000,108854
45,South Carolina,1008,1,1970,2994,2531
45,South Carolina,1008,1,1971,4632,4197
45,South Carolina,1008,1,1972,4817,4733
45,South Carolina,1008,1,1973,5146,5077
45,South Carolina,1008,1,1974,5318,5077
45,South Carolina,1008,1,1975,5661,5522
45,South Carolina,1008,1,1976,5849,5537
45,South Carolina,1008,1,1977,6176,6019
45,South Carolina,1008,1,1978,6519,6337
45,South Carolina,1008,1,1979,6690,6623
45,South Carolina,1008,1,1980,7053,6801
45,South Carolina,1008,1,1981,7377,7279
45,South Carolina,1008,1,1982,7720,7565
45,South Carolina,1008,1,1983,8234,7796
45,South Carolina,1008,1,1984,11697,11009
45,South Carolina,1008,1,1985,8578,8221
45,South Carolina,1008,1,1986,8406,8081
45,South Carolina,1008,1,1987,8063,7724
45,South Carolina,1008,1,1988,10493,9992
45,South Carolina,1008,1,1989,14582,13815
45,South Carolina,1008,1,1990,10636,10037
45,South Carolina,1008,1,1991,16297,15471
45,South Carolina,1008,1,1992,5880,6659
47,Tennessee,3075,1,1971,8574,5328
47,Tennessee,3075,1,1972,11211,11898
47,Tennessee,3075,1,1973,10428,11060
47,Tennessee,3075,1,1974,12406,13181
47,Tennessee,3075,1,1975,12968,13723
47,Tennessee,3075,1,1976,13432,14223
47,Tennessee,3075,1,1977,12976,13742
47,Tennessee,3075,1,1978,13396,14185
47,Tennessee,3075,1,1979,12968,13723
47,Tennessee,3075,1,1980,17304,18346
47,Tennessee,3075,1,1981,18104,19200
47,Tennessee,3075,1,1982,16837,17853
47,Tennessee,3075,1,1983,17684,18757
47,Tennessee,3075,1,1984,21905,23166
47,Tennessee,3075,1,1985,26506,28035
47,Tennessee,3075,1,1986,26506,28035
47,Tennessee,3075,1,1987,31208,32998
47,Tennessee,3075,1,1988,31293,33088
47,Tennessee,3075,1,1989,31208,32998
47,Tennessee,3075,1,1990,33814,35776
47,Tennessee,3075,1,1991,41150,43726
47,Tennessee,3075,1,1992,21429,22619
47,Tennessee,3075,1,1993,27707,29281
47,Tennessee,3075,1,1994,33062,34970
47,Tennessee,3075,1,1995,37460,39619
47,Tennessee,3075,1,1996,36421,38609
47,Tennessee,3075,1,1997,35106,37398
47,Tennessee,3075,1,1998,74000,39292
47,Tennessee,3075,1,1999,36887,39045
47,Tennessee,3075,1,2000,37837,40059
47,Tennessee,3075,1,2001,46924,49509
47,Tennessee,3075,1,2002,27652,12168
48,Texas,1049,1,1984,361344,247592
48,Texas,1049,1,1985,338760,397006
48,Texas,1049,1,1986,340008,398446
48,Texas,1049,1,1987,356707,417990
48,Texas,1049,1,1988,413000,423452
48,Texas,1049,1,1989,411000,436928
48,Texas,1049,1,1990,260066,307117
48,Texas,1049,1,1991,238000,328223
48,Texas,1049,1,1992,338382,393633
48,Texas,1049,1,1993,402194,473501
48,Texas,1049,1,1994,448000,476486
48,Texas,1049,1,1995,453000,491862
48,Texas,1049,1,1996,165330,171930
48,Texas,1060,1,1986,103046,118138
48,Texas,1060,1,1987,119902,137706
48,Texas,1060,1,1988,140818,160120
48,Texas,1060,1,1989,136328,154998
48,Texas,1060,1,1990,133000,187703
48,Texas,1060,1,1991,184234,206662
48,Texas,1060,1,1992,176000,229687
48,Texas,1060,1,1993,187245,209233
48,Texas,1060,1,1994,203670,223822
48,Texas,1060,1,1995,208324,231638
48,Texas,1060,1,1996,248422,289546
48,Texas,1060,1,1997,267000,329705
48,Texas,1060,1,1998,266000,330465
48,Texas,1060,1,1999,323000,360754
48,Texas,1060,1,2000,176900,220700
48,Texas,3559,1,1970,11210,13886
48,Texas,3559,1,1971,20000,26418
48,Texas,3559,1,1972,22000,27674
48,Texas,3559,1,1973,22000,28279
48,Texas,3559,1,1974,24000,29666
48,Texas,3559,1,1975,36000,37099
48,Texas,3559,1,1976,38000,36073
48,Texas,3559,1,1977,42000,39220
48,Texas,3559,1,1978,42000,36419
48,Texas,3559,1,1979,35274,36655
48,Texas,3559,1,1980,40362,41915
48,Texas,3559,1,1981,41752,43370
48,Texas,3559,1,1982,49000,45619
48,Texas,3559,1,1983,52000,48158
48,Texas,3559,1,1984,53000,49736
48,Texas,3559,1,1985,62000,56589
48,Texas,3559,1,1986,68000,60059
48,Texas,3559,1,1987,63357,65816
48,Texas,3559,1,1988,69006,71700
48,Texas,3559,1,1989,74000,77143
48,Texas,3559,1,1990,29594,30793
48,Texas,3559,1,1991,25236,26193
48,Texas,3559,1,1992,36344,37804
48,Texas,3559,1,1993,35274,36655
48,Texas,3559,1,1994,45870,47778
48,Texas,3559,1,1995,40979,42634
48,Texas,3559,1,1996,48876,50761
48,Texas,3559,1,1997,58436,60066
48,Texas,3559,1,1998,47570,49685
48,Texas,3559,1,1999,48187,4387
48,Texas,3609,1,1974,37945,23405
48,Texas,3609,1,1975,32219,33900
48,Texas,3609,1,1976,36099,37973
48,Texas,3609,1,1977,35109,36925
48,Texas,3609,1,1978,33452,35176
48,Texas,3609,1,1979,26459,27873
48,Texas,3609,1,1980,26165,27562
48,Texas,3609,1,1981,25729,27101
48,Texas,3609,1,1982,27630,29112
48,Texas,3609,1,1983,24353,25647
48,Texas,3609,1,1984,24786,26105
48,Texas,3609,1,1985,25138,26475
48,Texas,3609,1,1986,37000,37869
48,Texas,3609,1,1987,33000,36685
48,Texas,3609,1,1988,30000,29579
48,Texas,3609,1,1989,30000,29499
48,Texas,3609,1,1990,26000,34202
48,Texas,3609,1,1991,26287,25109
50,Vermont,1002,1,1984,13115,15596
50,Vermont,1002,1,1985,78475,93318
50,Vermont,1002,1,1986,106726,126864
50,Vermont,1002,1,1987,106726,126864
50,Vermont,1002,1,1988,85000,101070
50,Vermont,1002,1,1989,96000,107860
50,Vermont,1002,1,1990,69058,82463
50,Vermont,1002,1,1991,70628,83838
50,Vermont,1002,1,1992,75542,87632
50,Vermont,1002,1,1993,69058,75192
50,Vermont,1002,1,1994,70314,75095
50,Vermont,1002,1,1995,75000,78415
50,Vermont,1002,1,1996,79000,89222
50,Vermont,1002,1,1997,76000,84742
50,Vermont,1002,1,1998,80672,86528
50,Vermont,1002,1,1999,119282,122538
50,Vermont,1002,1,2000,123386,127885
50,Vermont,1002,1,2001,102018,116109
50,Vermont,1002,1,2002,91659,108427
50,Vermont,1002,1,2003,94798,106330
50,Vermont,1002,1,2004,88762,111313
50,Vermont,1002,1,2005,92000,126348
53,Washington,1501,1,1982,4438,2249
53,Washington,1501,1,1983,4708,4734
53,Washington,1501,1,1984,4765,4788
53,Washington,1501,1,1985,4665,4693
53,Washington,1501,1,1986,4840,4858
53,Washington,1501,1,1987,4884,4899
53,Washington,1501,1,1988,4754,4793
53,Washington,1501,1,1989,5044,5059
53,Washington,1501,1,1990,5325,5348
53,Washington,1501,1,1991,9975,10027
53,Washington,1501,1,1992,6888,6901
53,Washington,1501,1,1993,6957,6965
53,Washington,1501,1,1994,6913,6923
53,Washington,1501,1,1995,1642,1638
53,Washington,1501,1,1996,5058,5072
53,Washington,1501,1,1997,7074,7083
53,Washington,1501,1,1998,7300,7314
53,Washington,1501,1,1999,6844,6893
53,Washington,1501,1,2000,7616,2551
56,Wyoming,2018,1,1983,66529,19307
56,Wyoming,2018,1,1984,63655,73359
56,Wyoming,2018,1,1985,63481,73159
56,Wyoming,2018,1,1986,57696,66480
56,Wyoming,2018,1,1987,57101,65780
56,Wyoming,2018,1,1988,52118,60047
56,Wyoming,2018,1,1989,51976,59883
56,Wyoming,2018,1,1990,47446,54693
56,Wyoming,2018,1,1991,47673,54956
56,Wyoming,2018,1,1992,47803,55106
56,Wyoming,2018,1,1993,43304,49882
56,Wyoming,2018,1,1994,41420,19877
85,Newfoundland,1801,1,1984,84517,29547
85,Newfoundland,1801,1,1985,101255,106181
85,Newfoundland,1801,1,1986,139583,146380
85,Newfoundland,1801,1,1987,100000,88399
85,Newfoundland,1801,1,1988,52382,54947
85,Newfoundland,1801,1,1989,146456,153592
85,Newfoundland,1801,1,1990,111602,117041
85,Newfoundland,1801,1,1991,116880,122582
85,Newfoundland,1801,1,1992,118752,124544
85,Newfoundland,1801,1,1993,48089,50437
85,Newfoundland,1801,1,1994,111602,117041
85,Newfoundland,1801,1,1995,108500,113786
85,Newfoundland,1801,1,1996,105518,110653
85,Newfoundland,1801,1,1997,61816,64823
85,Newfoundland,1801,1,1998,99327,104155
85,Newfoundland,1801,1,1999,117000,106181
85,Newfoundland,1801,1,2000,120000,109249
85,Newfoundland,1801,1,2001,106616,111804
85,Newfoundland,1801,1,2002,108752,114048
85,Newfoundland,1801,1,2003,111602,117041
85,Newfoundland,1801,1,2004,114847,120442
85,Newfoundland,1801,1,2005,116880,122582
85,Newfoundland,1801,1,2006,119811,52327
85,Newfoundland,1808,1,1983,64612,22595
85,Newfoundland,1808,1,1984,67556,70678
85,Newfoundland,1808,1,1985,40504,42376
85,Newfoundland,1808,1,1986,32000,42376
85,Newfoundland,1808,1,1987,98017,102542
85,Newfoundland,1808,1,1988,89677,93815
85,Newfoundland,1808,1,1989,98017,102542
85,Newfoundland,1808,1,1990,99678,104275
85,Newfoundland,1808,1,1991,106043,110940
85,Newfoundland,1808,1,1992,62992,66055
85,Newfoundland,1808,1,1993,40489,42438
85,Newfoundland,1808,1,1994,47096,49272
85,Newfoundland,1808,1,1995,50761,53105
85,Newfoundland,1808,1,1996,41490,43147
85,Newfoundland,1808,1,1997,56801,59427
85,Newfoundland,1808,1,1998,55283,57835
85,Newfoundland,1808,1,1999,54378,56887
85,Newfoundland,1808,1,2000,54153,56651
85,Newfoundland,1808,1,2001,44000,56104
85,Newfoundland,1808,1,2002,51293,53661
85,Newfoundland,1808,1,2003,51293,53661
85,Newfoundland,1808,1,2004,50900,53250
85,Newfoundland,1808,1,2005,40000,52713
85,Newfoundland,1808,1,2006,41000,50779
85,Newfoundland,1808,1,2007,42000,50270
85,Newfoundland,1808,1,2008,43000,50015
85,Newfoundland,1808,1,2009,47096,49272
85,Newfoundland,1808,1,2010,45253,47338
85,Newfoundland,1808,1,2011,45253,47338
85,Newfoundland,1808,1,2012,44506,46565
85,Newfoundland,1808,1,2013,44384,46437
85,Newfoundland,1808,1,2014,44012,46046
85,Newfoundland,1808,1,2015,42008,43947
85,Newfoundland,1808,1,2016,41859,43788
85,Newfoundland,1808,1,2017,41373,43277
